Zip,Month,Sum_Sale,Retail,Diff_Price,Sold,Volume
50123,1,333.24,9.923333333,3.31,6.833333333,854.1666667
50123,2,303.15,6.6925,2.2325,11.75,593.75
50123,3,129.6,10.8,3.6,12,1750
50123,4,352,10.25333333,3.42,14.66666667,958.3333333
50123,5,148.44,12.37,4.125,6,562.5
50123,6,233.49,14.09,4.7,7.5,562.5
50123,7,285.6,12.30333333,4.186666667,7,900
50123,9,444.4,5.545,1.85,17,425
50123,10,179.88,7.4,2.47,15,562.5
50123,11,198.36,3.88,1.295,21,562.5
50123,12,57.04,7.13,2.38,8,375
50124,1,1033.68,17.228,5.746,12,1150
50124,2,2530.62,15.62357143,5.208571429,12.21428571,1107.142857
50124,3,917.76,10.25071429,3.417857143,7.785714286,866.0714286
50124,4,317.88,11.44333333,3.816666667,10,1416.666667
50124,5,528.66,15.755,5.3175,9,1250
50124,6,1901.32,13.29176471,4.491176471,9.294117647,1139.705882
50124,7,348.9,16.84,5.614,5.2,1150
50124,8,638.26,13.25285714,4.418571429,7.285714286,892.8571429
50124,9,1563.54,14.33,4.778125,7.6875,976.5625
50124,10,842.28,15.96857143,5.324285714,9.428571429,1125
50124,11,1552.33,16.84133333,5.616,6.266666667,1150
50124,12,1182.15,14.87083333,4.979166667,6.083333333,1125
50125,1,23757.76,14.43536481,4.817553648,8.120171674,1026.716738
50125,2,29050.1,14.30045045,4.774324324,10.25225225,988.1756757
50125,3,25196.22,14.63167382,4.882317597,9.094420601,976.9313305
50125,4,7949.18,13.57090909,4.532828283,6.838383838,1072.727273
50125,5,18358.56,14.21946809,4.747553191,14.18085106,1059.574468
50125,6,14666.57,13.42323529,4.48125,8.639705882,979.7794118
50125,7,8752.92,12.87886957,4.302347826,8.260869565,1039.130435
50125,8,12655.69,12.85584615,4.295230769,8.876923077,979.8076923
50125,9,9670.74,13.59772727,4.533727273,7.918181818,1034.318182
50125,10,11704.84,13.5600885,4.549115044,10.44247788,1051.769912
50125,11,14447.68,15.14244604,5.055179856,7.503597122,1020.683453
50125,12,14987.53,15.88464789,5.312816901,7.598591549,999.8239437
50126,1,10085.28,14.97027778,5.013055556,9.805555556,1193.75
50126,2,14206.28,16.28854167,5.449583333,9.53125,1086.71875
50126,3,12454.32,16.02134021,5.349072165,8.463917526,1038.659794
50126,4,4346.48,15.91375,5.30625,9.28125,967.96875
50126,5,4530.11,15.31722222,5.133611111,8.861111111,977.7777778
50126,6,10791.48,15.67661017,5.237966102,12.6440678,1023.305085
50126,7,11423.48,15.44290909,5.158363636,14,1118.181818
50126,8,4175.87,13.88243902,4.637073171,8.024390244,1078.658537
50126,9,8866.93,16.30967213,5.438360656,10.49180328,1071.311475
50126,10,8439.27,18.11613636,6.072954545,11.45454545,1031.25
50126,11,9244.79,16.50744681,5.507659574,11.9787234,1138.297872
50126,12,5691.2,15.46066667,5.168666667,9.2,1144.444444
50129,1,7056.91,12.79357143,4.277857143,6.265306122,948.9795918
50129,2,17385.07,14.57727891,4.869047619,8.43537415,974.3197279
50129,3,7952.12,14.90663551,4.973364486,5.429906542,1015.88785
50129,4,3693.95,13.65847222,4.567916667,4.291666667,1044.097222
50129,5,3984.63,13.54711538,4.523653846,6.423076923,1001.442308
50129,6,3861.52,14.19375,4.746666667,6.729166667,979.1666667
50129,7,8539.55,16.26704918,5.440327869,8.983606557,1067.622951
50129,8,4831.09,15.38196078,5.135294118,6.843137255,1129.901961
50129,9,4769.33,14.78736842,4.930877193,7.526315789,1020.175439
50129,10,12723.38,15.97479167,5.35625,18.29166667,1008.333333
50129,11,4961.33,14.65,4.885434783,8.434782609,970.1086957
50129,12,8277.79,15.60968254,5.215396825,7.317460317,881.3492063
50130,1,581.84,12.76909091,4.257272727,6.090909091,754.5454545
50130,2,723.3,10.52153846,3.528461538,5.230769231,894.2307692
50130,3,774.41,10.03857143,3.347857143,5.285714286,942.8571429
50130,4,221.46,7.793333333,2.6,8,900
50130,5,235.44,12.296,4.1,3.8,750
50130,6,201.03,9.98,3.33,7,833.3333333
50130,7,318.45,9.847142857,3.32,4.142857143,982.1428571
50130,8,169.56,12.69,4.23,7.5,1250
50130,9,688.3,8.48,2.827777778,7.888888889,958.3333333
50130,10,344.88,9.415714286,3.197142857,5.571428571,982.1428571
50130,11,15.36,2.56,0.855,3,287.5
